R238726,R176578
R375237,R723942
R557021,R553304
R708117,R193041
R298182,R492153
R534596,R507127
R333685,R803210
R391388,R996528
R933630,R552259
R203709,R387613
R717653,R957693
R378849,R811160
R269227,R665397
R625867,R247494
R266407,R402011
R184266,R676677
R222262,R527147
R773073,R899924
R295820,R521278
R672854,R511166
R579559,R870531
R280108,R734319
R483478,R679359
R428961,R478808
R731217,R495300
R760661,R666450
R147353,R971405
R578755,R527293
R921474,R394982
R458615,R882453
R492005,R956602
R259948,R952210
R622547,R946228
R947651,R325207
R353928,R259768
R136259,R781923
R882986,R561354
R377419,R301772
R383521,R131257
R461998,R908503
R702299,R586974
R845055,R520637
R163342,R655154
R240294,R318528
R346175,R377924
R687408,R902892
R347422,R522759
R125394,R946713
R464913,R718640
R110214,R408626
R567689,R466811
R517544,R648740
R919227,R708759
R491472,R632749
R675720,R793711
R246650,R686499
R363736,R144678
R540328,R410941
R494017,R613038
R120620,R924724
R762950,R265593
R320777,R896899
R534145,R572107
R491416,R403140
R913982,R771363
R709423,R694117
R344412,R208018
R729782,R927997
R751741,R697768
R155119,R914373
R827789,R847652
R527355,R776599
R238311,R758452
R837734,R870213
R639368,R916133
R126409,R595575
R151889,R953507
R454354,R228682
R235260,R155403
R951588,R841847
R675864,R972191
R913076,R541327
R236259,R484906
R907359,R292171
R122864,R477828
R199337,R750052
R137084,R113860
R593454,R906949
R243882,R936110
R631950,R148564
R604271,R322763
R879639,R227224
R210393,R265486
R342730,R441295
R528557,R709627
R316082,R647496
R600685,R632489
R150224,R906255
R827400,R617655
R520919,R886610
R750113,R819231
R158364,R355152
R315906,R759099
R146303,R328887
R228210,R369835
R907167,R901597
R950311,R994731
R910746,R885902
R610541,R342902
R912211,R864919
R406902,R561975
R845443,R110984
R594466,R240695
R509090,R584423
R265109,R991350
R588501,R814285
R970935,R858125
R221561,R114463
R451046,R371192
R932684,R482407
R633386,R940215
R220830,R832543
R683197,R347132
R852488,R156453
R416170,R632460
R780012,R940412
R310964,R302687
R506807,R785957
R383267,R293794
R213997,R166987
R229445,R757377
R743873,R515475
R308468,R838542
R342528,R129214
R354450,R472477
R988322,R150450
R991877,R396488
R907515,R909261
R318364,R840221
R523483,R568301
R896967,R913501
R532092,R921345
R675110,R431782
R906563,R648280
R953003,R735226
R668155,R149792
R782838,R378957
R502645,R992203
R779329,R821564
R940049,R572437
R136575,R253020
R906229,R776216
R355509,R215095
R270210,R674359
R156445,R445099
R250420,R138426
R223176,R403115
R857409,R917584
R687866,R773835
R382740,R416224
R506229,R915112
R447059,R270228
R739482,R837217
R826479,R627503
R319334,R432370
R884339,R754014
R805805,R903329
R552202,R144233
R532573,R917586
R362138,R867595
R121474,R360621
R634426,R829475
R495552,R473865
R728487,R633817
R669829,R871488
R380343,R656994
R723462,R921954
R160402,R803085
R884570,R760351
R663347,R697776
R945037,R765530
R915900,R534821
R390007,R295853
R621733,R945620
R594075,R580810
R447405,R609841
R926359,R142647
R680157,R516462
R174036,R743606
R795722,R226810
R328201,R483619
R411433,R387454
R295387,R224671
R774920,R977311
R728481,R925850
R488066,R528614
R983301,R518639
R423914,R200501
R621022,R242470
R743415,R660073
R489502,R702223
R564335,R521123
R324006,R733591
R694907,R221461
R855554,R664086
R478097,R736505
R662103,R853655
R792804,R805690
R362820,R451251
R158680,R433358
R972497,R573667
R116769,R190082
R755319,R210294
R255173,R689492
R532862,R283222
R898149,R413928
R566830,R576990
R555769,R355868
R254827,R394911
R122740,R562462
R173171,R743588
R674585,R971410
R998059,R908141
R928797,R297784
R466947,R138654
R256411,R872183
R724855,R470926
R716358,R698220
R274612,R352237
R174625,R993810
R497665,R794455
R364744,R149079
R711950,R946596
R565075,R946350
R828405,R336471
R457901,R664583
R813580,R238874
R689424,R742039
R926520,R174376
R207080,R135342
R451861,R744732
R505876,R220464
R112295,R399589
R430191,R750817
R817187,R419983
R683472,R188476
R427542,R540247
R939269,R406440
R717571,R696685
R179442,R135765
R314831,R394573
R826322,R783252
R189875,R228667
R350378,R187771
R843759,R215123
R130676,R374439
R400527,R109577
R698050,R921032
R460993,R121740
R742567,R378661
R464476,R900213
R990584,R974798
R500222,R163873
R790778,R754374
R811801,R164360
R197454,R367117
R387333,R484456
R603430,R240069
R512938,R487780
R851055,R583976
R664102,R302758
R919794,R740365
R650541,R300462
R287396,R452465
R569028,R452302
R167317,R809891
R313202,R837366
R625449,R396993
R837050,R201212
R481442,R120526
R932427,R129851
R336504,R687138
R295449,R851605
R286210,R316657
R753586,R196862
R238949,R943770
R726419,R606982
R438001,R326940
R885255,R584995
R705494,R367872
R255630,R838197
R796757,R618159
R444731,R606047
R282946,R633636
R968321,R946541
R805189,R889075
R889447,R991540
R270071,R880314
R245950,R262370
R607810,R496561
R201098,R724910
R320009,R157851
R424406,R665166
R284355,R156501
R492404,R523307
R368787,R504333
R781755,R708210
R105141,R422286
R813301,R492934
R980595,R300680
R332406,R749497
R637526,R126688
R858970,R824605
R501917,R378397
R295962,R355767
R354209,R191062
R249667,R668431
R923396,R784260
R589759,R147752
R531018,R238082
R203597,R697942
R681444,R117552
R931462,R210926
R957056,R172401
R149996,R925861
R903391,R595629
R280686,R719272
R218714,R825547
R428295,R752713
R233930,R404538
R782537,R163771
R239178,R939607
R103728,R374442
R488067,R683491
R184856,R130777
R360236,R764617
R475762,R138215
R531893,R536704
R951456,R747381
R998615,R407421
R650661,R713776
R243857,R895750
R105154,R709282
R944626,R346222
R464394,R303514
R545629,R737319
R330849,R975439
R907811,R800572
R927188,R282282
R973820,R221234
R627740,R289925
R704332,R915379
R974985,R272447
R388455,R325699
R513442,R721613
R362940,R522177
R882777,R739738
R228479,R568725
R999296,R553530
R858331,R400708
R150861,R852217
R334455,R502226
R608412,R233059
R639077,R496885
R612523,R776024
R245194,R538039
R878367,R246997
R541330,R396833
R114474,R196100
R512755,R145069
R618429,R423729
R844770,R860226
R451644,R370509
R877756,R705811
R833031,R102202
R606837,R450088
R546105,R400781
R615755,R728929
R459695,R723561
R102041,R314384
R359776,R729613
R750931,R582912
R709006,R395227
R230922,R173558
R326363,R486342
R868525,R160037
R170002,R340809
R898649,R602865
R613567,R765049
R215168,R662154
R373567,R975395
R476547,R302542
R941431,R525727
R380959,R733100
R420944,R556335
R229738,R446863
R361822,R178751
R563057,R464153
R280078,R420057
R433769,R725548
R551829,R377360
R141554,R387937
R191302,R835819
R323031,R226078
R260626,R839011
R545288,R966929
R713346,R375798
R430285,R531742
R783160,R817117
R950355,R892225
R124418,R739321
R671619,R856117
R437655,R361457
R881076,R334300
R908999,R988218
R201337,R526618
R786809,R375705
R877950,R804048
R649642,R401242
R232638,R724627
R481923,R764054
R366481,R488235
R692898,R173687
R752393,R127542
R340555,R315573
R113582,R764390
R681332,R723716
R795763,R801740
R548393,R425612
R720532,R165834
R360578,R382599
R306542,R921160
R784643,R667900
R250175,R697442
R916551,R129831
R138448,R331180
R475060,R245533
R816823,R536663
R108330,R412780
R511864,R228070
R902790,R684537
R448904,R223893
R600633,R601605
R950808,R457141
R178052,R634982
R164844,R837214
R950773,R245029
R243207,R702215
R715618,R954913
R189570,R884542
R142681,R147205
R845357,R296335
R259286,R283537
R543243,R523204
R669676,R733635
R477538,R817953
R806571,R349756
R790766,R109918
R605953,R954057
R385437,R387097
R750862,R708372
R951139,R521497
R615294,R653240
R461015,R729077
R111939,R927449
R186857,R436933
R607698,R905938
R789191,R735140
R154421,R781595
R270644,R219244
R567425,R913536
R855481,R289393
R613657,R283718
R781883,R702604
R830248,R466296
R203024,R767392
R558727,R166142
R166957,R698231
R912933,R385953
R966082,R893917
R433443,R236921
R622319,R683474
R355519,R797408
R580307,R393594
R370320,R475735
R488927,R591418
R830827,R347105
R405089,R739876
R668759,R631714
R228219,R356566
R987736,R356662
R476240,R397769
R150892,R133281
R235731,R356964
R222512,R505343
R986893,R107649
R367569,R156846
R543589,R395938
R525321,R707217
R867090,R212971
R256178,R413523
R506636,R176203
R362260,R875541
R335324,R972667
R523402,R510415
R237543,R606274
R734458,R389122
R503516,R586511
R193100,R794721
R741213,R921501
R826750,R480364
R559211,R599032
R975651,R444639
R699803,R112004
R367581,R409065
R526630,R199077
R592636,R306362
R165685,R272566
R870007,R884371
R666677,R878843
R388527,R786352
R144928,R133847
R110814,R901427
R566228,R712758
R340096,R462437
R940017,R909372
R450576,R354725
R133043,R117658
R626945,R220715
R279753,R949587
R719023,R634262
R640220,R306008
R242714,R762258
R852284,R493122
R590319,R868738
R336408,R897173
R228168,R724733
R379345,R552698
R545666,R725592
R930193,R345664
R891120,R193791
R786630,R457335
R284851,R892048
R962820,R862708
R195859,R972301
R692259,R228910
R182747,R618652
R518910,R186899
R627855,R822850
R321989,R545836
R896540,R869018
R932484,R816077
R192438,R195568
R120243,R662411
R640805,R538876
R307184,R120064
R481278,R237024
R306092,R567120
R708102,R786512
R299093,R935142
R148278,R529596
R713801,R448160
R642973,R448035
R681222,R450906
R203999,R498873
R352851,R975758
R645580,R141069
R574673,R838879
R813176,R601652
R224779,R232602
R864710,R310892
R400935,R106246
R778058,R776524
R260177,R615097
R562796,R180750
R808909,R877183
R163440,R762870
R546749,R461016
R169888,R844451
R475564,R333348
R540884,R543520
R705759,R312502
R984555,R369232
R185532,R926059
R973708,R351186
R289448,R222559
R534485,R285300
R721351,R429517
R222955,R469946
R902478,R573469
R131685,R957419
R483060,R449797
R336732,R572425
R165226,R891187
R908786,R485321
R877032,R704005
R803493,R276048
R880288,R946530
R640453,R934691
R378430,R270863
R282056,R978137
R107696,R980045
R171902,R522940
R260964,R169671
R126170,R747815
R571727,R115442
R811023,R643835
R975762,R137753
R279374,R393110
R962753,R404479
R181569,R172645
R607704,R768093
R809219,R110359
R462313,R914491
R139358,R254561
R914776,R962077
R830491,R854497
R364058,R433237
R489655,R356908
R972554,R225723
R638294,R789124
R710114,R521671
R630366,R372937
R896676,R931278
R494998,R762934
R576400,R498271
R140430,R435060
R228678,R626840
R328867,R640522
R453604,R899419
R795314,R145472
R171213,R919738
R357696,R723953
R601636,R262997
R802168,R527676
R767375,R692996
R438121,R387673
R744238,R543413
R116763,R316144
R939165,R717402
R620385,R281065
R462668,R210678
R119749,R463643
R645241,R289735
R980666,R870544
R740469,R578266
R350408,R575174
R597183,R846735
R189614,R274483
R500639,R288526
R637839,R582900
R167763,R262244
R611199,R859734
R790072,R807799
R380204,R141978
R406390,R886869
R890835,R123953
R129583,R186898
R873930,R887302
R521788,R688539
R463529,R711230
R236354,R862024
R720285,R588779
R456494,R785533
R648149,R580369
R191381,R176901
R351164,R111403
R401724,R649309
R945334,R210856
R370287,R351056
R900210,R341336
R756517,R277716
R845848,R965272
R852444,R449152
R842823,R927770
R274289,R246338
R301768,R959224
R352070,R917987
R634488,R765623
R511342,R332669
R521193,R721650
R389476,R961088
R433538,R101157
R669564,R221249
R702169,R422760
R347041,R242051
R432172,R903017
R950709,R825046
R600198,R623225
R640164,R899729
R494274,R335488
R837298,R766292
R995005,R447025
R650940,R209255
R407272,R997228
R302055,R368459
R564565,R652888
R926914,R432658
R828627,R736001
R366314,R776087
R486797,R844925
R517998,R724606
R618375,R120660
R823089,R127652
R746804,R365669
R825784,R775047
R160912,R854626
R500096,R803997
R277967,R726824
R550024,R475503
R501379,R873853
R793594,R607883
R362786,R527284
R448518,R935056
R705749,R187984
R981279,R720734
R423963,R200482
R882452,R822780
R531542,R460276
R631038,R637542
R805945,R478873
R504265,R678535
R405404,R155175
R910302,R584162
R465454,R327120
R564875,R823560
R258713,R281591
R802006,R772839
R470258,R128641
R905347,R147455
R997288,R221435
R567117,R737254
R530214,R697240
R171367,R479542
R967465,R702189
R253910,R463986
R544124,R458257
R277579,R287943
R137495,R115322
R850886,R508134
R138119,R628777
R348460,R829639
R756497,R807211
R355223,R961449
R941715,R146233
R728354,R631827
R470087,R335747
R900065,R681658
R539235,R563245
R123307,R164003
R537748,R357197
R204966,R382360
R980176,R790097
R404571,R857918
R457964,R964364
R815320,R951720
R678481,R625704
R402576,R733913
R790354,R448807
R124950,R248795
R758015,R342778
R883676,R190445
R779227,R674121
R369417,R879803
R394236,R932852
R302753,R436058
R956432,R283812
R487689,R339114
R183603,R644103
R358437,R209819
R228299,R190025
R969166,R857401
R503490,R205013
R392989,R252849
R824055,R702275
R797649,R782753
R735550,R457363
R583894,R729117
R215940,R146074
R316089,R932388
R619306,R700214
R108001,R373925
R945667,R765925
R677693,R542983
R667098,R204749
R208339,R725261
R293607,R979853
R853033,R735611
R443268,R708862
R400192,R173577
R446358,R789703
R181186,R192743
R947156,R587071
R937184,R909881
R693223,R486947
R867510,R491272
R130563,R650548
R441366,R253227
R266914,R203271
R869072,R807493
R628138,R393624
R671604,R669582
R271132,R576812
R101561,R320525
R470490,R741078
R657036,R554317
R106864,R485201
R635766,R665361
R996710,R306848
R628674,R216366
R325300,R371731
R445723,R643410
R215984,R978764
R208981,R436261
R557500,R332273
R588922,R675506
R149970,R884815
R504307,R735729
R737543,R108061
R399452,R659345
R212084,R600672
R829463,R908547
R142205,R397192
R363008,R726406
R197118,R120545
R240443,R161683
R812630,R833917
R145001,R909392
R182892,R203153
R205359,R212686
R302328,R463674
R937713,R560390
R473954,R210200
R112260,R456138
R717306,R534938
R418277,R760668
R800894,R580472
R567617,R777317
R904945,R251284
R775148,R750309
R151467,R328241
R613030,R718672
R280388,R855623
R332055,R473819
R334881,R396910
R385223,R985952
R669348,R867858
R159060,R378370
R634952,R307296
R581817,R117721
R759393,R867329
R218939,R247301
R856100,R337249
R715677,R233374
R987475,R523682
R317851,R339740
R580545,R814008
R220423,R888393
R622729,R272121
R195775,R763829
R318005,R455989
R801785,R355181
R379262,R618797
R814108,R315867
R132151,R843959
R979131,R618869
R381204,R977400
R673861,R439249
R327315,R786545
R833174,R772787
R278389,R983905
R103400,R513675
R722569,R903304
R331393,R805594
R463576,R361777
R336265,R847423
R668553,R728446
R683559,R496965
R797378,R452089
R290990,R568824
R370160,R100967
R382432,R620303
R387991,R934775
R815650,R689771
R430803,R952042
R404433,R839563
R309069,R942541
R965800,R304018
R993026,R232616
R522840,R596063
R499812,R120138
R962053,R812562
R192664,R303486
R598210,R388858
R588253,R291665
R864965,R465254
R789340,R377228
R940525,R531181
R638030,R825786
R941001,R785082
R294056,R392075
R748191,R737845
R944163,R288216
R907152,R182817
R958468,R652048
R181314,R987211
R300453,R218076
R955433,R933310
R266586,R713921
R263396,R471722
R252466,R648506
R952420,R366720
R383739,R849077
R652515,R132373
R885118,R208092
R703213,R380316
R589974,R254208
R311572,R932879
R887855,R177948
R580862,R104341
R562352,R456264
R199487,R737296
R185460,R892129
R410732,R631547
R755498,R626057
R812718,R703563
R410619,R463465
R261272,R300922
R441909,R306274
R270951,R284045
R137676,R783025
R935092,R513095
R844019,R627743
R137868,R227781
R622808,R117877
R740105,R935514
R774430,R757682
R855293,R958861
R742451,R721584
R359992,R870615
R271697,R751275
R173482,R245132
R242431,R401065
R614182,R505302
R384577,R895512
R762376,R958817
R953170,R858350
R197687,R736594
R961067,R789993
R243175,R341609
R406000,R970814
R298953,R152366
R294171,R409503
R195574,R560785
R103366,R264617
R953736,R896349
R987659,R919512
R624852,R779773
R430206,R900345
R296665,R520305
R186653,R261584
R779871,R918362
R443434,R693248
R273286,R690650
R914219,R455606
R435052,R455734
R202308,R132147
R637584,R213438
R354129,R657517
R722772,R645953
R804942,R230724
R142581,R354744
R411786,R118050
R649764,R634362
R903476,R256485
R615976,R336611
R874108,R453140
R821761,R926519
R308596,R548345
R593288,R294112
R393170,R653489
R818060,R135302
R213044,R746961
R266073,R283187
R968237,R788355
R361013,R830659
R452708,R166876
R641953,R195967
R791961,R490221
R403323,R919220
R427832,R342804
R128447,R137554
R908939,R797849
R587483,R526330
R500442,R312320
R107135,R140861
R469508,R272551
R186573,R845018
R298377,R982009
R446065,R574049
R832448,R272831
R321978,R699023
R154757,R389128
R361347,R228246
R148752,R111103
R655665,R852845
R809379,R677868
R225136,R954749
R960586,R425206
R249237,R444198
R975865,R253657
R993820,R725356
R731219,R466216
R357739,R698046
R117420,R619988
R587587,R457863
R651807,R956909
R396150,R904351
R788748,R126351
R948903,R557193
R370555,R769715
R420647,R863140
R569981,R442575
R401681,R923970
R682876,R179073
R611776,R521722
R198346,R192433
R650344,R197143
R709277,R805146
R874665,R530404
R340576,R138842
R541199,R773818
R153810,R858032
R452339,R814482
R658732,R907773
R813924,R516777
R693737,R683101
R945743,R112203
R184831,R283230
R171684,R295258
R151562,R224028
R634243,R401847
R741088,R308432
R291204,R821732
R463659,R239179
R268544,R472767
R513197,R489270
R152803,R653935
R169276,R647836
R805560,R267565
R184061,R819895
R669968,R402024
R774473,R170985
R198064,R404655
R890566,R463413
R656356,R521812
R869220,R812667
R732627,R257681
R558722,R639367
R173840,R430950
R903374,R445179
R929065,R646505
R238804,R386293
R783135,R526523
R125727,R991296
R481800,R687420
R137944,R910510
R909936,R684228
R736197,R998600
R988494,R536986
R637557,R230187
R792175,R156646
R393224,R737117
R331133,R230668
R728061,R800851
R710415,R557894
R943624,R325288
R745160,R417437
R451702,R719374
R910363,R180415
R176124,R548971
R219506,R317349
R300350,R634394
R525627,R733428
R485148,R182912
R367312,R220180
R617905,R335996
R975709,R245663
R564724,R923215
R166386,R448526
R765609,R576376
R272682,R932101
R172346,R996775
R773627,R928812
R691046,R635163
R646464,R419453
R903865,R818002
R165997,R899264
R530629,R877886
R917949,R621388
R129225,R507075
R772782,R249877
R337836,R589622
R717179,R826390
R656100,R192127
R663505,R197373
R149087,R944720
R498119,R532594
R654031,R909345
R113588,R156990
R153077,R192981
R703974,R426118
R632524,R782167
R929465,R803449
R259479,R208548
R775466,R705623
R199458,R271737
R482244,R672292
R635115,R264413
R876583,R390589
R453375,R933328
R471269,R563370
R884110,R602540
R934174,R296152
R282274,R738012
R348436,R334501
R552459,R996922
R479137,R943329
R744272,R724878
R787145,R782899
R535936,R810473
R521194,R400551
R343660,R568717
R739133,R237166
R667432,R140350
R442559,R457929
R588045,R610615
R851130,R481945
R752271,R116273
R403641,R987150
R859926,R291689
R581905,R704600
R895303,R771230
R534797,R442540
R939407,R606981
R891945,R709249
R484975,R110348
R275817,R850996
R981971,R703804
R833151,R320301
R791185,R825334
R815288,R121395
R782367,R986039
R253750,R634524
R403778,R829790
R409798,R447289
R938806,R787016
R889561,R785350
R890417,R880077
R383584,R741782
R365930,R533479
R203895,R649258
R476456,R583882
R808362,R739616
R160304,R681964
R620545,R508671
R537860,R113209
R182765,R633518
R702744,R930704
R697421,R539475
R257572,R206681
R245075,R204537
R424211,R911660
R612821,R423205
R406260,R825716
R410001,R519624
R389489,R643907
R732904,R562590
R232620,R366005
R785667,R193735
R304417,R545493
R667384,R346625
R790729,R418538
R794695,R178785
R525066,R973645
R132404,R424377
R700286,R846393
R810829,R139728
R256603,R960870
R751016,R776925
R935774,R119000
R382237,R103131
R227299,R214922
R178241,R559863
R646457,R649818
R192432,R283685
R359869,R665005
R964077,R622459
R693174,R540335
R832787,R992397
R445797,R509877
R509520,R228885
R451905,R974807
R416383,R894366
R260482,R594916
R260571,R815694
R876845,R412347
R856626,R200918
R244358,R998943
R872144,R568772
R992234,R103127
R904147,R154532
R630411,R472284
R618692,R355650
R979901,R287584
R782189,R890382
R630781,R624911
R340351,R556349
R594821,R467318
R590207,R217424
R772765,R324654
R459520,R356486
R909664,R545855
R336795,R139773
R441241,R209825
R271176,R399735
R170453,R101801
R369907,R791969
R241673,R351212
R200642,R663501
R889734,R145844
R696540,R275193
R220879,R451915
R500618,R856791
R733755,R316678
R814749,R350003
R313026,R187100
R175065,R441952
R918239,R588969
R446298,R764248
R304564,R247786
R512114,R480178
R745907,R947498
R158217,R745288
R272958,R628183
R815766,R593735
R725580,R589098
R164105,R560591
R496828,R927391
R526208,R322973
R433363,R195764
R737210,R990004
R352285,R139195
R956985,R987389
R560804,R329495
R948407,R950158
